$ITC			
$25 			
$NOT			
$10 			
$60 			
$300 			
$10 			
$2 			
$ADCGainCode:  3 			
$False	TRUE	TRUE	
$2 	4	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
$10 	20	240	2
# 0 			
# 2 			
# 0.063 			
# 1.4266 			
# 10 			
# 28.9864 			
# 14.3105 			
?			
% VPITC07.03.479				
1.43%				
28.99%				
-0.77%	99.769893			
-0.47%	99.174819			
0.22%				
122.38%	122.55			
1%	80			
0.04%	0.053473			
0%	8			
0%	18			
% 6096         18794 				
101.80%				
260%	300	450	520	
0.08%	-0.002896973	-5.11E-06	4.76E-07	-2.28E-09
% VPViewer2000 Ver: 1.4.8				
@0		
2	9.55774	10.00503
4	9.557524	10.0048
6	9.557094	10.00412
8	9.557184	10.0044
10	9.55747	10.00513
12	9.556739	10.00467
14	9.557068	10.00486
16	9.557694	10.00389
18	9.558293	10.00433
20	9.558356	10.00476
22	9.557958	10.00465
24	9.558447	10.00322
26	9.557536	10.00309
28	9.55704	10.00328
30	9.557572	10.00398
32	9.557275	10.00398
34	9.556968	10.00416
36	9.556567	10.0036
38	9.556778	10.00384
40	9.556514	10.00394
42	9.557018	10.00467
44	9.556469	10.00379
46	9.557091	10.0045
48	9.55734	10.00379
50	9.557358	10.00375
52	9.558486	10.00347
54	9.559188	10.00392
56	9.559121	10.00502
58	9.558008	10.00489
60	9.557	10.00379
@1	2	
62	9.557314	10.00338
64	9.557065	10.00335
66	9.542137	10.00366
68	9.472779	10.00385
70	9.384604	10.00374
72	9.349658	10.00405
74	9.347495	10.00335
76	9.35384	10.00369
78	9.364937	10.00378
80	9.378906	10.00351
82	9.395488	10.0042
84	9.41347	10.00392
86	9.431124	10.00406
88	9.446405	10.00465
90	9.460611	10.00429
92	9.472417	10.00431
94	9.483756	10.00397
96	9.493721	10.00454
98	9.501558	10.0039
100	9.510094	10.00425
102	9.516937	10.00412
104	9.522972	10.00388
106	9.527604	10.00445
108	9.53095	10.00439
110	9.534853	10.00465
112	9.53837	10.00448
114	9.539995	10.00412
116	9.540983	10.00403
118	9.543437	10.00393
120	9.545615	10.00415
122	9.549397	10.00438
124	9.55206	10.00439
126	9.551809	10.00405
128	9.550281	10.00322
130	9.551511	10.00317
132	9.553393	10.00396
134	9.55398	10.00391
136	9.554649	10.00364
138	9.555427	10.00358
140	9.55635	10.00314
142	9.556394	10.00333
144	9.556082	10.00354
146	9.555648	10.0034
148	9.555648	10.00368
150	9.556026	10.00315
152	9.556943	10.00302
154	9.557878	10.00359
156	9.55808	10.0039
158	9.558155	10.00378
160	9.558423	10.00391
162	9.559417	10.00422
164	9.56014	10.00392
166	9.559248	10.00446
168	9.559455	10.00424
170	9.560918	10.00417
172	9.561389	10.00422
174	9.560397	10.00411
176	9.56005	10.00402
178	9.559713	10.00417
180	9.55965	10.00417
182	9.559459	10.00438
184	9.5596	10.00439
186	9.55989	10.00438
188	9.560807	10.00436
190	9.560934	10.00512
192	9.560803	10.00538
194	9.560581	10.00588
196	9.56116	10.00478
198	9.560098	10.00411
200	9.56078	10.00499
202	9.560557	10.00489
204	9.560988	10.00423
206	9.560905	10.00482
208	9.560371	10.00506
210	9.559177	10.00516
212	9.559721	10.00469
214	9.56001	10.00426
216	9.560786	10.00416
218	9.560943	10.00437
220	9.560608	10.00428
222	9.56011	10.00482
224	9.560166	10.00497
226	9.559895	10.0045
228	9.559693	10.00478
230	9.558803	10.00493
232	9.5596	10.00469
234	9.560066	10.00491
236	9.559464	10.00475
238	9.559665	10.0051
240	9.560318	10.00497
242	9.560342	10.00533
244	9.560163	10.00526
246	9.560811	10.00544
248	9.562981	10.00519
250	9.563704	10.00519
252	9.564068	10.00503
254	9.563947	10.00498
256	9.563877	10.00544
258	9.563465	10.00495
260	9.563261	10.00583
262	9.562192	10.00562
264	9.561312	10.00604
266	9.561117	10.00541
268	9.562037	10.00542
270	9.562628	10.00585
272	9.563177	10.00467
274	9.562164	10.00619
276	9.562063	10.0059
278	9.56205	10.00491
280	9.561474	10.00557
282	9.559712	10.00487
284	9.560328	10.00523
286	9.56066	10.00582
288	9.561006	10.0054
